Pallet Packaging No.,Pallet SAP HU,Box Packaging No.,Box SAP HU,Unique Part Ident. No.,TTNR,Variant,Packaging Index,Packaging Date
102170036971,,012170116772,,0602462614,0261S19333,0001,570,26/09/2017 05:04:53
102170036971,,012170116772,,0602462618,0261S19333,0001,570,26/09/2017 05:04:53
102170036971,,012170116772,,0602462621,0261S19333,0001,570,26/09/2017 05:04:53
102170036971,,012170116772,,0602462623,0261S19333,0001,570,26/09/2017 05:04:53
102170036971,,012170116772,,0602462625,0261S19333,0001,570,26/09/2017 05:04:53
102170036971,,012170116772,,0602462631,0261S19333,0001,570,26/09/2017 05:04:53
102170036971,,012170116772,,0602462632,0261S19333,0001,570,26/09/2017 05:04:53
102170036971,,012170116772,,0602479880,0261S19333,0001,570,26/09/2017 05:04:53
102170036971,,012170116909,00000000000917698895,0602487317,0261S19333,0001,570,26/09/2017 05:05:58
102170036971,,012170116909,00000000000917698895,0602487331,0261S19333,0001,570,26/09/2017 05:05:58
102170036971,,012170116909,00000000000917698895,0602487346,0261S19333,0001,570,26/09/2017 05:05:58
102170036971,,012170116909,00000000000917698895,0602487352,0261S19333,0001,570,26/09/2017 05:05:58
102170036971,,012170116909,00000000000917698895,0602487353,0261S19333,0001,570,26/09/2017 05:05:58
102170036971,,012170116909,00000000000917698895,0602487355,0261S19333,0001,570,26/09/2017 05:05:58
102170036971,,012170116909,00000000000917698895,0602487358,0261S19333,0001,570,26/09/2017 05:05:58
102170036971,,012170116909,00000000000917698895,0602487359,0261S19333,0001,570,26/09/2017 05:05:58
102170036971,,012170116911,00000000000917698898,0602479883,0261S19333,0001,570,26/09/2017 05:04:42
102170036971,,012170116911,00000000000917698898,0602479898,0261S19333,0001,570,26/09/2017 05:04:42
102170036971,,012170116911,00000000000917698898,0602487061,0261S19333,0001,570,26/09/2017 05:04:42
102170036971,,012170116911,00000000000917698898,0602487063,0261S19333,0001,570,26/09/2017 05:04:42
102170036971,,012170116911,00000000000917698898,0602487071,0261S19333,0001,570,26/09/2017 05:04:42
102170036971,,012170116911,00000000000917698898,0602487120,0261S19333,0001,570,26/09/2017 05:04:42
102170036971,,012170116911,00000000000917698898,0602487121,0261S19333,0001,570,26/09/2017 05:04:42
102170036971,,012170116911,00000000000917698898,0602487131,0261S19333,0001,570,26/09/2017 05:04:42
102170036971,,012170116913,00000000000917698901,0602486871,0261S19333,0001,570,26/09/2017 05:01:20
102170036971,,012170116913,00000000000917698901,0602487067,0261S19333,0001,570,26/09/2017 05:01:20
102170036971,,012170116913,00000000000917698901,0602487068,0261S19333,0001,570,26/09/2017 05:01:20
102170036971,,012170116913,00000000000917698901,0602487070,0261S19333,0001,570,26/09/2017 05:01:20
102170036971,,012170116913,00000000000917698901,0602487106,0261S19333,0001,570,26/09/2017 05:01:20
102170036971,,012170116913,00000000000917698901,0602487110,0261S19333,0001,570,26/09/2017 05:01:20
102170036971,,012170116913,00000000000917698901,0602487111,0261S19333,0001,570,26/09/2017 05:01:20
102170036971,,012170116913,00000000000917698901,0602487396,0261S19333,0001,570,26/09/2017 05:01:20
102170036971,,012170116914,00000000000917698903,0602479900,0261S19333,0001,570,26/09/2017 05:00:34
102170036971,,012170116914,00000000000917698903,0602487064,0261S19333,0001,570,26/09/2017 05:00:34
102170036971,,012170116914,00000000000917698903,0602487072,0261S19333,0001,570,26/09/2017 05:00:34
102170036971,,012170116914,00000000000917698903,0602487073,0261S19333,0001,570,26/09/2017 05:00:34
102170036971,,012170116914,00000000000917698903,0602487074,0261S19333,0001,570,26/09/2017 05:00:34
102170036971,,012170116914,00000000000917698903,0602487075,0261S19333,0001,570,26/09/2017 05:00:34
102170036971,,012170116914,00000000000917698903,0602487098,0261S19333,0001,570,26/09/2017 05:00:34
102170036971,,012170116914,00000000000917698903,0602487107,0261S19333,0001,570,26/09/2017 05:00:34
102170036971,,012170117740,00000000000917717584,0602487143,0261S19333,0001,570,26/09/2017 05:00:57
102170036971,,012170117740,00000000000917717584,0602487208,0261S19333,0001,570,26/09/2017 05:00:57
102170036971,,012170117740,00000000000917717584,0602487222,0261S19333,0001,570,26/09/2017 05:00:57
102170036971,,012170117740,00000000000917717584,0602490158,0261S19333,0001,570,26/09/2017 05:00:57
102170036971,,012170117740,00000000000917717584,0602490160,0261S19333,0001,570,26/09/2017 05:00:57
102170036971,,012170117740,00000000000917717584,0602490161,0261S19333,0001,570,26/09/2017 05:00:57
102170036971,,012170117740,00000000000917717584,0602490343,0261S19333,0001,570,26/09/2017 05:00:57
102170036971,,012170117740,00000000000917717584,0602490354,0261S19333,0001,570,26/09/2017 05:00:57
102170036971,,012170117741,00000000000917717586,0602486952,0261S19333,0001,570,26/09/2017 05:01:53
102170036971,,012170117741,00000000000917717586,0602487151,0261S19333,0001,570,26/09/2017 05:01:53
102170036971,,012170117741,00000000000917717586,0602487223,0261S19333,0001,570,26/09/2017 05:01:53
102170036971,,012170117741,00000000000917717586,0602490165,0261S19333,0001,570,26/09/2017 05:01:53
102170036971,,012170117741,00000000000917717586,0602490181,0261S19333,0001,570,26/09/2017 05:01:53
102170036971,,012170117741,00000000000917717586,0602490319,0261S19333,0001,570,26/09/2017 05:01:53
102170036971,,012170117741,00000000000917717586,0602490348,0261S19333,0001,570,26/09/2017 05:01:53
102170036971,,012170117741,00000000000917717586,0602490377,0261S19333,0001,570,26/09/2017 05:01:53
102170036971,,012170117742,00000000000917717587,0602487239,0261S19333,0001,570,26/09/2017 05:05:29
102170036971,,012170117742,00000000000917717587,0602490334,0261S19333,0001,570,26/09/2017 05:05:29
102170036971,,012170117742,00000000000917717587,0602490335,0261S19333,0001,570,26/09/2017 05:05:29
102170036971,,012170117742,00000000000917717587,0602490344,0261S19333,0001,570,26/09/2017 05:05:29
102170036971,,012170117742,00000000000917717587,0602490345,0261S19333,0001,570,26/09/2017 05:05:29
102170036971,,012170117742,00000000000917717587,0602490394,0261S19333,0001,570,26/09/2017 05:05:29
102170036971,,012170117742,00000000000917717587,0602490395,0261S19333,0001,570,26/09/2017 05:05:29
102170036971,,012170117742,00000000000917717587,0602490442,0261S19333,0001,570,26/09/2017 05:05:29
102170036971,,012170117743,00000000000917717589,0602487016,0261S19333,0001,570,26/09/2017 05:07:37
102170036971,,012170117743,00000000000917717589,0602487021,0261S19333,0001,570,26/09/2017 05:07:37
102170036971,,012170117743,00000000000917717589,0602487026,0261S19333,0001,570,26/09/2017 05:07:37
102170036971,,012170117743,00000000000917717589,0602487028,0261S19333,0001,570,26/09/2017 05:07:37
102170036971,,012170117743,00000000000917717589,0602487030,0261S19333,0001,570,26/09/2017 05:07:37
102170036971,,012170117743,00000000000917717589,0602487034,0261S19333,0001,570,26/09/2017 05:07:37
102170036971,,012170117743,00000000000917717589,0602487232,0261S19333,0001,570,26/09/2017 05:07:37
102170036971,,012170117743,00000000000917717589,0602487233,0261S19333,0001,570,26/09/2017 05:07:37
102170036971,,012170117744,00000000000917717592,0602480101,0261S19333,0001,570,26/09/2017 05:01:04
102170036971,,012170117744,00000000000917717592,0602480104,0261S19333,0001,570,26/09/2017 05:01:04
102170036971,,012170117744,00000000000917717592,0602487022,0261S19333,0001,570,26/09/2017 05:01:04
102170036971,,012170117744,00000000000917717592,0602487023,0261S19333,0001,570,26/09/2017 05:01:04
102170036971,,012170117744,00000000000917717592,0602487029,0261S19333,0001,570,26/09/2017 05:01:04
102170036971,,012170117744,00000000000917717592,0602487035,0261S19333,0001,570,26/09/2017 05:01:04
102170036971,,012170117744,00000000000917717592,0602487038,0261S19333,0001,570,26/09/2017 05:01:04
102170036971,,012170117744,00000000000917717592,0602487054,0261S19333,0001,570,26/09/2017 05:01:04
102170036971,,012170117745,00000000000917717630,0602479959,0261S19333,0001,570,26/09/2017 05:06:39
102170036971,,012170117745,00000000000917717630,0602480102,0261S19333,0001,570,26/09/2017 05:06:39
102170036971,,012170117745,00000000000917717630,0602480103,0261S19333,0001,570,26/09/2017 05:06:39
102170036971,,012170117745,00000000000917717630,0602480105,0261S19333,0001,570,26/09/2017 05:06:39
102170036971,,012170117745,00000000000917717630,0602480160,0261S19333,0001,570,26/09/2017 05:06:39
102170036971,,012170117745,00000000000917717630,0602480182,0261S19333,0001,570,26/09/2017 05:06:39
102170036971,,012170117745,00000000000917717630,0602487024,0261S19333,0001,570,26/09/2017 05:06:39
102170036971,,012170117745,00000000000917717630,0602487055,0261S19333,0001,570,26/09/2017 05:06:39
102170036971,,012170117748,00000000000917717632,0602480036,0261S19333,0001,570,26/09/2017 05:01:26
102170036971,,012170117748,00000000000917717632,0602480066,0261S19333,0001,570,26/09/2017 05:01:26
102170036971,,012170117748,00000000000917717632,0602487012,0261S19333,0001,570,26/09/2017 05:01:26
102170036971,,012170117748,00000000000917717632,0602487017,0261S19333,0001,570,26/09/2017 05:01:26
102170036971,,012170117748,00000000000917717632,0602487039,0261S19333,0001,570,26/09/2017 05:01:26
102170036971,,012170117748,00000000000917717632,0602487187,0261S19333,0001,570,26/09/2017 05:01:26
102170036971,,012170117748,00000000000917717632,0602487220,0261S19333,0001,570,26/09/2017 05:01:26
102170036971,,012170117748,00000000000917717632,0602487234,0261S19333,0001,570,26/09/2017 05:01:26
102170036971,,012170117750,00000000000917717665,0602487161,0261S19333,0001,570,26/09/2017 05:00:50
102170036971,,012170117750,00000000000917717665,0602490162,0261S19333,0001,570,26/09/2017 05:00:50
102170036971,,012170117750,00000000000917717665,0602490163,0261S19333,0001,570,26/09/2017 05:00:50
102170036971,,012170117750,00000000000917717665,0602490164,0261S19333,0001,570,26/09/2017 05:00:50
102170036971,,012170117750,00000000000917717665,0602490320,0261S19333,0001,570,26/09/2017 05:00:50
102170036971,,012170117750,00000000000917717665,0602490321,0261S19333,0001,570,26/09/2017 05:00:50
102170036971,,012170117750,00000000000917717665,0602490390,0261S19333,0001,570,26/09/2017 05:00:50
102170036971,,012170117750,00000000000917717665,0602490391,0261S19333,0001,570,26/09/2017 05:00:50
102170036971,,012170117751,00000000000917717667,0602490202,0261S19333,0001,570,26/09/2017 05:05:05
102170036971,,012170117751,00000000000917717667,0602490324,0261S19333,0001,570,26/09/2017 05:05:05
102170036971,,012170117751,00000000000917717667,0602490325,0261S19333,0001,570,26/09/2017 05:05:05
102170036971,,012170117751,00000000000917717667,0602490328,0261S19333,0001,570,26/09/2017 05:05:05
102170036971,,012170117751,00000000000917717667,0602490342,0261S19333,0001,570,26/09/2017 05:05:05
102170036971,,012170117751,00000000000917717667,0602490379,0261S19333,0001,570,26/09/2017 05:05:05
102170036971,,012170117751,00000000000917717667,0602490400,0261S19333,0001,570,26/09/2017 05:05:05
102170036971,,012170117751,00000000000917717667,0602490401,0261S19333,0001,570,26/09/2017 05:05:05
102170036971,,012170117753,00000000000917717727,0602487157,0261S19333,0001,570,26/09/2017 05:06:58
102170036971,,012170117753,00000000000917717727,0602487170,0261S19333,0001,570,26/09/2017 05:06:58
102170036971,,012170117753,00000000000917717727,0602490186,0261S19333,0001,570,26/09/2017 05:06:58
102170036971,,012170117753,00000000000917717727,0602490190,0261S19333,0001,570,26/09/2017 05:06:58
102170036971,,012170117753,00000000000917717727,0602490191,0261S19333,0001,570,26/09/2017 05:06:58
102170036971,,012170117753,00000000000917717727,0602490216,0261S19333,0001,570,26/09/2017 05:06:58
102170036971,,012170117753,00000000000917717727,0602490227,0261S19333,0001,570,26/09/2017 05:06:58
102170036971,,012170117753,00000000000917717727,0602490359,0261S19333,0001,570,26/09/2017 05:06:58
102170036971,,012170117755,00000000000917717790,0602490183,0261S19333,0001,570,26/09/2017 05:02:14
102170036971,,012170117755,00000000000917717790,0602490187,0261S19333,0001,570,26/09/2017 05:02:14
102170036971,,012170117755,00000000000917717790,0602490188,0261S19333,0001,570,26/09/2017 05:02:14
102170036971,,012170117755,00000000000917717790,0602490189,0261S19333,0001,570,26/09/2017 05:02:14
102170036971,,012170117755,00000000000917717790,0602490220,0261S19333,0001,570,26/09/2017 05:02:14
102170036971,,012170117755,00000000000917717790,0602490411,0261S19333,0001,570,26/09/2017 05:02:14
102170036971,,012170117755,00000000000917717790,0602490416,0261S19333,0001,570,26/09/2017 05:02:14
102170036971,,012170117755,00000000000917717790,0602490417,0261S19333,0001,570,26/09/2017 05:02:14
102170036971,,012170117758,00000000000917717804,0602490184,0261S19333,0001,570,26/09/2017 05:07:49
102170036971,,012170117758,00000000000917717804,0602490192,0261S19333,0001,570,26/09/2017 05:07:49
102170036971,,012170117758,00000000000917717804,0602490197,0261S19333,0001,570,26/09/2017 05:07:49
102170036971,,012170117758,00000000000917717804,0602490217,0261S19333,0001,570,26/09/2017 05:07:49
102170036971,,012170117758,00000000000917717804,0602490221,0261S19333,0001,570,26/09/2017 05:07:49
102170036971,,012170117758,00000000000917717804,0602490222,0261S19333,0001,570,26/09/2017 05:07:49
102170036971,,012170117758,00000000000917717804,0602490410,0261S19333,0001,570,26/09/2017 05:07:49
102170036971,,012170117758,00000000000917717804,0602490423,0261S19333,0001,570,26/09/2017 05:07:49
102170036971,,012170117760,00000000000917717859,0602486981,0261S19333,0001,570,26/09/2017 05:05:47
102170036971,,012170117760,00000000000917717859,0602490332,0261S19333,0001,570,26/09/2017 05:05:47
102170036971,,012170117760,00000000000917717859,0602490367,0261S19333,0001,570,26/09/2017 05:05:47
102170036971,,012170117760,00000000000917717859,0602490371,0261S19333,0001,570,26/09/2017 05:05:47
102170036971,,012170117760,00000000000917717859,0602490421,0261S19333,0001,570,26/09/2017 05:05:47
102170036971,,012170117760,00000000000917717859,0602490439,0261S19333,0001,570,26/09/2017 05:05:47
102170036971,,012170117760,00000000000917717859,0602490446,0261S19333,0001,570,26/09/2017 05:05:47
102170036971,,012170117760,00000000000917717859,0602490452,0261S19333,0001,570,26/09/2017 05:05:47
102170036971,,012170117763,00000000000917717860,0602419211,0261S19333,0001,570,26/09/2017 05:01:11
102170036971,,012170117763,00000000000917717860,0602490203,0261S19333,0001,570,26/09/2017 05:01:11
102170036971,,012170117763,00000000000917717860,0602490378,0261S19333,0001,570,26/09/2017 05:01:11
102170036971,,012170117763,00000000000917717860,0602490380,0261S19333,0001,570,26/09/2017 05:01:11
102170036971,,012170117763,00000000000917717860,0602490415,0261S19333,0001,570,26/09/2017 05:01:11
102170036971,,012170117763,00000000000917717860,0602490420,0261S19333,0001,570,26/09/2017 05:01:11
102170036971,,012170117763,00000000000917717860,0602490422,0261S19333,0001,570,26/09/2017 05:01:11
102170036971,,012170117763,00000000000917717860,0602490426,0261S19333,0001,570,26/09/2017 05:01:11
102170036971,,012170117764,00000000000917717864,0602490370,0261S19333,0001,570,26/09/2017 05:02:35
102170036971,,012170117764,00000000000917717864,0602490381,0261S19333,0001,570,26/09/2017 05:02:35
102170036971,,012170117764,00000000000917717864,0602490414,0261S19333,0001,570,26/09/2017 05:02:35
102170036971,,012170117764,00000000000917717864,0602490427,0261S19333,0001,570,26/09/2017 05:02:35
102170036971,,012170117764,00000000000917717864,0602490432,0261S19333,0001,570,26/09/2017 05:02:35
102170036971,,012170117764,00000000000917717864,0602490433,0261S19333,0001,570,26/09/2017 05:02:35
102170036971,,012170117764,00000000000917717864,0602490445,0261S19333,0001,570,26/09/2017 05:02:35
102170036971,,012170117764,00000000000917717864,0602490448,0261S19333,0001,570,26/09/2017 05:02:35
